,HINDPETRO.BO,RELIANCE.BO,BPCL.BO,MARUTI.BO,YESBANK.BO,IOC.BO,CIPLA.BO,ICICIBANK.BO,TATASTEEL.BO,VEDL.BO,SBIN.BO,BAJFINANCE.BO,IBULHSGFIN.BO,ONGC.BO,HINDUNILVR.BO,LT.BO,AXISBANK.BO,HDFCBANK.BO,TCS.BO,INFY.BO,KOTAKBANK.BO,SUNPHARMA.BO,ASHOKLEY.BO,TITAN.BO,BANKBARODA.BO,GAIL.BO,TATAMOTORS.BO,M&M.BO,PNB.BO,JSWSTEEL.BO,INDUSINDBK.BO,PEL.BO,ITC.BO,GODREJCP.BO,HDFC.BO,DLF.BO,EICHERMOT.BO,LUPIN.BO,BHARATFORG.BO,BAJAJ-AUTO.BO,DRREDDY.BO,ULTRACEMCO.BO,HEROMOTOCO.BO,BAJAJFINSV.BO,AUROPHARMA.BO,POWERGRID.BO,ADANIPORTS.BO,GRASIM.BO,BIOCON.BO,LICHSGFIN.BO,TECHM.BO,HINDALCO.BO,BRITANNIA.BO,BHARTIARTL.BO,PFC.BO,BEL.BO,RECLTD.BO,ASIANPAINT.BO,APOLLOHOSP.BO,M&MFIN.BO,GLENMARK.BO,NESTLEIND.BO,DIVISLAB.BO,ACC.BO,HAVELLS.BO,TVSMOTOR.BO,WIPRO.BO,UPL.BO,DABUR.BO,AMBUJACEM.BO,CADILAHC.BO,FEDERALBNK.BO,BHEL.BO,MOTHERSUMI.BO,TATAGLOBAL.BO,MRF.BO,COALINDIA.BO,PIDILITIND.BO,PAGEIND.BO,HCLTECH.BO,NTPC.BO,SRTRANSFIN.BO,NMDC.BO,TATAPOWER.BO,PETRONET.BO,ZEEL.BO,MARICO.BO,COLPAL.BO,EXIDEIND.BO,TATACHEM.BO,SIEMENS.BO,TATAMTRDVR.BO,INFRATEL.BO,BOSCHLTD.BO,SHREECEM.BO,BAJAJHLDNG.BO,CUMMINSIND.BO,CROMPTON.BO
0,247.13269,520.131714,370.707977,4980.765625,223.10810899999998,123.566589,563.6992190000001,227.48467999999997,377.634338,197.921524,259.056427,819.122131,607.9523929999999,191.16798400000002,792.6034549999999,864.176025,462.950562,1161.50647,1083.4594730000001,457.409271,718.73291,626.087341,74.792007,313.957306,158.157043,223.564804,471.700012,572.29364,124.400002,155.155975,1073.044556,1573.7597660000001,219.527298,465.692047,1223.618164,109.571716,21383.746094,1465.022217,472.56723,2541.534912,3025.377441,3092.028564,2917.922852,2736.641602,695.412964,175.552017,274.10672,680.561584,321.076935,536.845947,452.34115599999996,167.61231999999998,2866.67749,302.369995,115.637833,124.570076,113.77519199999999,869.29126,1184.392822,255.83340499999997,935.1382449999999,5894.32666,1138.690796,1233.073975,318.26498399999997,372.062927,228.744904,628.39856,265.268188,195.406097,362.907623,66.638786,77.969635,210.449158,119.636978,51404.695313,254.55993700000002,592.6400150000001,13829.853516,804.206543,151.029922,813.349365,114.734505,73.196465,187.996048,435.973297,244.87922700000001,884.64801,172.113922,472.024109,1097.5092769999999,297.600006,314.26574700000003,19539.056641,13984.868163999998,1841.160156,779.228088,139.70018000000002
1,245.32875099999998,518.6381230000001,370.586182,4963.498535,216.90121499999998,122.392082,557.303101,222.53160099999997,371.11142,195.483963,252.26783799999998,802.095398,599.90802,189.697098,782.927979,869.2835689999999,457.107971,1166.3432619999999,1107.264893,461.15176399999996,717.1347049999999,622.4726559999999,73.083557,314.502289,154.533218,225.591339,472.799988,573.607483,121.599998,154.10025,1058.513794,1554.837158,221.75059500000003,465.001312,1211.678101,110.649796,21003.195313,1439.490845,463.371063,2483.045654,2997.5783690000003,3132.619629,2872.308105,2691.57373,669.467224,173.550064,269.99115,685.067749,319.832062,533.664429,455.923187,165.631653,2848.6015629999997,299.545502,115.95552099999999,122.37389399999999,113.55468799999998,858.421448,1169.542114,246.622604,929.870972,5810.994140999999,1119.219727,1247.6834720000002,312.346741,367.10141,230.59738199999998,621.149109,270.151367,198.8573,361.884125,66.49168399999999,77.39231099999999,209.726074,116.60758200000001,49709.46875,257.081604,589.196777,13207.279297,808.350708,152.490723,794.915405,112.67368300000001,72.580574,180.888596,443.246918,245.36879,885.621155,170.88523899999998,471.008667,1078.9552,298.799988,314.35675,19028.265625,13999.505859,1795.59375,773.872437,142.261673
2,245.32875099999998,519.788879,371.798615,5004.646973,215.07786600000003,125.12586200000001,558.145935,224.07951400000002,372.02951,196.789795,252.862442,784.869568,599.3468019999999,191.16798400000002,778.4812009999999,862.4095460000001,453.44397000000004,1164.7144779999999,1095.423828,458.093842,718.932678,608.459473,73.653038,316.384949,156.02246100000002,226.27526899999998,468.75,580.590271,120.550003,153.911392,1073.439819,1502.722534,218.56063799999998,464.536041,1210.503174,115.15811200000002,21170.244141,1456.32959,453.979675,2483.285645,2994.281982,3175.946533,2843.652344,2657.8979489999997,662.508667,174.837021,271.478729,685.1093139999999,317.89007599999997,532.0002440000001,454.156067,167.166672,2819.927734,299.44638100000003,115.592453,122.564545,114.34846499999999,856.0498050000001,1169.096558,252.139206,936.1320800000001,5735.398926,1125.2032470000001,1254.2891849999999,315.085754,367.54794300000003,228.497894,618.357117,267.981079,196.718521,358.91107200000005,65.756165,77.584755,212.061066,116.992271,48729.101563,258.364594,581.768982,13611.116211000002,799.867371,154.375656,793.5916139999999,112.94248200000001,72.106812,174.508865,436.71548499999994,244.340698,882.312195,170.098892,472.024109,1087.663208,296.75,305.981171,19089.691406,14039.136719,1794.0877690000002,779.8553469999999,142.55722
3,243.261948,516.11615,370.828827,4945.890625,212.914413,124.07283000000001,555.518188,223.77011099999999,360.54486099999997,188.563019,247.51086400000003,762.914185,596.4002690000001,185.379333,771.200195,845.73761,444.085968,1157.36084,1094.050293,449.65036,711.940613,603.309753,73.558128,307.120331,153.98718300000002,223.617203,469.64999400000005,575.724182,119.349998,151.94039899999999,1048.826782,1439.9686279999999,219.672287,461.58135999999996,1192.838013,113.00196799999999,21143.248047,1439.292236,445.222534,2464.942139,2969.779053,3136.201416,2819.083496,2550.025146,654.4068599999999,173.407059,261.71044900000004,677.667664,312.014282,528.182312,452.86654699999997,159.838257,2783.974365,290.52691699999997,113.32325700000001,120.61046599999999,112.275826,859.2614140000001,1148.107544,249.873444,919.187317,5651.871094,1087.43811,1243.392456,314.40097000000003,364.025299,227.90510600000002,606.79718,262.11145,194.72558600000002,346.970123,64.57931500000001,76.366051,209.89080800000002,115.068848,48116.597656,254.95808399999999,584.572876,13258.427734,797.527161,151.12416100000002,775.500916,110.478447,70.827652,175.69747900000002,435.77536,243.75322000000003,879.7332150000001,168.526154,471.105377,1074.551758,295.600006,306.982605,18995.576172,13364.813477,1753.330811,775.078674,138.764236
4,244.513184,518.172913,370.37439,5051.924805,212.49874900000003,126.82685900000001,577.8797,222.84098799999998,359.0289,188.563019,247.01535,805.231934,597.2421879999999,183.149292,773.00824,858.9402470000001,434.18328899999995,1171.130615,1084.7384029999998,451.521637,712.48999,617.768555,73.747948,311.133331,151.8526,227.143509,466.14999400000005,570.176941,119.949997,151.930725,1050.3588869999999,1426.8085939999999,217.30398599999998,459.86367800000005,1199.1015630000002,111.237831,20764.28125,1435.864868,444.66152999999997,2517.57251,2955.313965,3089.790039,2852.4370120000003,2619.925049,644.0186769999999,173.883713,260.768311,684.323486,308.694977,530.678589,446.18002300000006,157.857605,2797.642578,292.855896,108.96642299999999,119.96896399999999,108.306931,863.4116210000001,1129.346069,252.38551299999997,919.5848390000001,5705.679199,849.5672,1249.901611,318.41171299999996,367.49832200000003,226.71952799999997,615.711975,258.95465099999996,194.57974199999998,329.277985,63.79475,76.398094,203.708542,114.587997,48855.011719,254.91383399999998,577.833801,13359.832031,774.320007,151.878128,787.953552,110.478447,70.069633,173.63558999999998,437.65564000000006,241.011658,879.003357,170.24633799999998,469.31631500000003,1060.0548099999999,293.399994,306.29983500000003,19439.013672,13579.99707,1753.4279789999998,771.170471,142.113892
5,240.613617,512.7617190000001,365.13284300000004,5024.297852000001,208.12463400000001,124.558846,549.320374,219.70140099999998,349.564636,181.555023,241.91152999999997,806.227661,587.280334,179.353424,782.6836549999999,859.357483,427.54846200000003,1159.779053,1085.638428,448.646271,708.894104,605.835083,72.703896,304.940369,146.193497,225.27510099999998,458.299988,559.058105,115.099998,148.613449,1048.727783,1425.6988529999999,217.545654,458.386841,1196.116699,103.250275,20124.962891,1395.8789060000001,430.44036900000003,2493.8984379999997,2939.421875,3070.439697,2822.747314,2617.2270510000003,620.856506,170.308807,257.198212,672.953613,296.809937,524.6582639999999,442.45471200000003,150.034073,2778.3286129999997,293.599182,105.063423,117.03978700000002,103.456047,856.8898320000001,1116.277466,246.031525,883.6083980000001,5706.022461,750.6914059999999,1240.837036,307.259979,363.479492,225.28691099999998,598.764038,256.53772000000004,192.586807,329.57043500000003,61.097816,75.083069,201.834229,112.61648600000001,48118.890625,252.21516400000002,566.27417,12783.855469,771.297241,150.747177,768.0979,106.71518700000001,69.595863,167.935059,427.611084,234.843185,868.8333130000001,170.049744,459.83908099999996,1037.789917,287.399994,297.15045200000003,19033.400391,13343.902344,1710.679199,764.174255,138.370163
6,246.69609100000002,521.233521,373.010193,5084.65918,212.753815,128.325378,558.195618,224.035706,360.865997,186.908951,246.47027599999998,806.3769530000001,595.745667,180.77688600000002,788.107788,870.183594,433.19299299999994,1170.094116,1099.734009,456.06283600000006,710.941772,614.401489,73.985229,313.412323,148.77484099999998,223.45910600000002,466.5,567.695251,116.099998,152.99610900000002,1051.297974,1455.211792,226.293884,467.5060730000001,1205.561035,106.23948700000001,20412.412109,1433.629639,443.19796799999995,2529.337891,2987.196533,3140.678223,2850.557861,2732.994141,641.583191,172.644424,264.58633399999997,669.6054690000001,304.22937,528.133423,447.947174,154.044876,2796.008057,296.720978,106.28878,118.699303,104.86721000000001,865.9808960000001,1132.1678470000002,251.54815699999997,884.453186,5763.74707,773.840881,1248.696167,314.792267,349.686523,229.21420299999997,623.1573490000001,266.501343,197.05879199999998,340.926544,63.206326000000004,76.52636,203.609879,115.59778600000001,48531.753906,256.019867,575.472717,12758.626953,783.095825,150.84141499999998,791.385437,108.910431,69.64325,173.75688200000002,432.014832,240.962723,862.118042,174.128937,470.089966,1049.862427,296.049988,301.929993,19663.298828,13469.167969,1713.3996579999998,771.604614,140.980927
7,244.425858,515.259155,372.646637,5088.501465,210.46759,128.001358,557.947632,222.53160099999997,356.7771,184.34080500000002,245.033279,816.7323610000001,603.135132,180.0177,792.261414,867.7416380000001,435.22305300000005,1172.8085939999999,1096.863892,456.01721200000003,711.591064,615.589783,74.22251899999999,310.83609,148.923767,223.169968,463.14999400000005,570.931152,113.849998,153.456177,1069.782471,1470.454956,227.50221299999998,471.13500999999997,1210.55249,105.55342900000001,20730.134766,1442.620239,438.80722000000003,2527.4169920000004,3021.490479,3142.170654,2823.123779,2805.1923829999996,647.9453129999999,171.595779,265.825989,671.34137,308.03067000000004,535.377563,452.627716,152.11373899999998,2812.796143,297.513855,108.92103600000002,117.80711399999998,106.278374,866.227966,1143.8999019999999,257.557343,892.8510130000001,5762.522949,808.270874,1250.046265,313.47168,350.331543,231.85708599999998,617.671326,269.658142,195.746353,341.60888700000004,64.039932,76.52636,207.358505,114.97268700000001,48348.371094,261.284485,578.276489,12808.389648,787.239929,151.548279,797.660889,108.507217,70.069633,177.6866,438.84320099999997,245.27085899999997,866.838257,174.423843,472.459259,1054.265991,291.100006,308.89444,19929.757813,13664.037109,1710.9705809999998,782.412598,141.522766
8,249.869141,521.502808,387.58252000000005,5167.734863000001,217.07127400000002,130.37063600000002,559.5838620000001,222.133667,360.59021,188.563019,245.330597,828.880066,599.487244,181.7733,798.907166,861.7667240000001,439.82778899999994,1185.93689,1113.4221189999998,453.71231100000006,712.34021,607.914734,74.934372,318.218048,150.115158,223.617203,470.75,571.53949,113.300003,154.802444,1092.023193,1538.922485,227.647202,477.02801500000004,1229.294556,108.00360900000001,21318.337891,1456.677368,442.49054,2550.322754,3017.0622559999997,3198.480469,2848.9604489999997,2866.6484379999997,644.2174679999999,171.214462,262.602936,697.057129,313.04306,544.187927,460.55596900000006,153.30213899999998,2851.275635,300.387909,109.55641200000001,118.236053,108.262825,870.8723140000001,1149.84021,268.935364,882.5648800000001,5843.211914,774.821838,1262.1484380000002,320.857239,360.502594,233.264969,624.9207759999999,270.792603,198.22538799999998,342.242493,65.118706,76.333908,214.921875,116.415253,48778.390625,263.894684,579.65387,13584.404297,799.184753,154.092926,815.3594360000001,110.478447,71.01715899999999,177.298477,442.653137,245.564606,868.881958,175.750824,476.472626,1070.98938,295.549988,311.215942,20374.777344,13747.083984,1754.642334,782.026611,143.739441
9,256.82473799999997,528.9217530000001,384.492249,5178.144043,218.478912,131.889389,563.451233,225.80447400000003,359.350037,188.301849,247.51086400000003,835.650879,608.419983,181.678406,807.556396,866.9389039999999,445.62085,1188.651367,1118.717529,461.28872699999994,718.233459,623.661011,76.025879,322.776062,151.753326,230.485535,471.35000599999995,576.35675,115.599998,157.34973100000002,1094.692017,1568.727295,232.915466,485.4729,1235.557983,109.130676,21650.154297,1473.963135,442.10028099999994,2529.5778809999997,3009.682129,3229.122803,2860.658203,2892.080322,665.093262,174.88468899999998,265.87557999999996,712.313538,315.73193399999997,547.663086,466.812653,153.549713,2854.692871,302.617767,110.554855,119.089165,110.159081,880.803467,1167.859009,266.029266,883.0618289999999,5904.509765999999,768.15155,1281.000854,335.33496099999996,357.87298599999997,234.15416000000002,633.492737,273.30816699999997,200.46139499999998,347.262543,65.609055,77.64894100000001,214.23133900000002,117.376953,48670.132813,265.443085,580.539246,13575.798828,806.790649,155.22387700000002,836.93103,110.61284599999999,71.72779799999999,178.390076,447.45275899999996,254.817352,881.3389890000001,176.930359,485.07949800000006,1101.170654,299.149994,312.854584,20739.306641,14662.181641,1775.628052,788.1542969999999,143.296127
