,HINDPETRO.BO,RELIANCE.BO,BPCL.BO,MARUTI.BO,YESBANK.BO,IOC.BO,CIPLA.BO,ICICIBANK.BO,TATASTEEL.BO,VEDL.BO,SBIN.BO,BAJFINANCE.BO,IBULHSGFIN.BO,HINDUNILVR.BO,LT.BO,AXISBANK.BO,HDFCBANK.BO,TCS.BO,INFY.BO,KOTAKBANK.BO,SUNPHARMA.BO,ASHOKLEY.BO,TITAN.BO,BANKBARODA.BO,GAIL.BO,TATAMOTORS.BO,M&M.BO,PNB.BO,JSWSTEEL.BO,INDUSINDBK.BO,PEL.BO,ITC.BO,GODREJCP.BO,HDFC.BO,DLF.BO,EICHERMOT.BO,LUPIN.BO,BHARATFORG.BO,BAJAJ-AUTO.BO,DRREDDY.BO,ULTRACEMCO.BO,HEROMOTOCO.BO,BAJAJFINSV.BO,AUROPHARMA.BO,POWERGRID.BO,ADANIPORTS.BO,GRASIM.BO,BIOCON.BO,LICHSGFIN.BO,TECHM.BO,HINDALCO.BO,BRITANNIA.BO,PFC.BO,BEL.BO,RECLTD.BO,ASIANPAINT.BO,APOLLOHOSP.BO,M&MFIN.BO,GLENMARK.BO,NESTLEIND.BO,DIVISLAB.BO,ACC.BO,HAVELLS.BO,TVSMOTOR.BO,WIPRO.BO,UPL.BO,DABUR.BO,AMBUJACEM.BO,CADILAHC.BO,FEDERALBNK.BO,BHEL.BO,MOTHERSUMI.BO,TATAGLOBAL.BO,MRF.BO,COALINDIA.BO,PIDILITIND.BO,PAGEIND.BO,HCLTECH.BO,NTPC.BO,NMDC.BO,TATAPOWER.BO,PETRONET.BO,ZEEL.BO,MARICO.BO,EXIDEIND.BO,TATACHEM.BO,SIEMENS.BO,TATAMTRDVR.BO,INFRATEL.BO,BOSCHLTD.BO,SHREECEM.BO,BAJAJHLDNG.BO,CUMMINSIND.BO,CROMPTON.BO
0,233.15423583984375,517.2678833007812,324.1445617675781,4912.21875,217.144775390625,110.4566650390625,558.9987182617188,225.370849609375,368.0177917480469,174.9859161376953,259.0564270019531,815.8137817382812,544.0921630859375,778.4035034179688,841.3552856445312,462.3763732910156,568.4017944335938,1054.9588623046875,436.042724609375,718.3457641601562,617.5852661132812,68.36585235595703,312.5380554199219,158.15704345703125,94.5150375366211,471.70001220703125,564.4210205078125,124.4000015258789,152.7703094482422,1067.4031982421875,1514.4697265625,215.39273071289062,456.1297302246094,1203.1025390625,107.79754638671875,21061.140625,1446.6697998046875,464.1674499511719,2379.29248046875,3002.37451171875,3084.1201171875,2714.629638671875,2734.212158203125,688.8589477539062,162.30447387695312,270.9674072265625,674.1041870117188,159.5740509033203,520.1439208984375,436.79217529296875,166.47145080566406,1411.41357421875,106.85287475585938,118.18978118896484,97.52483367919922,857.5206298828125,1177.5057373046875,252.50135803222656,929.981689453125,5716.30615234375,1118.3939208984375,1192.691650390625,314.1953125,366.55194091796875,169.54029846191406,411.37457275390625,261.7674560546875,192.16714477539062,347.6282958984375,65.76972198486328,75.17617797851562,132.93472290039062,118.33827209472656,51343.1640625,221.14141845703125,586.9537963867188,13647.6171875,385.52154541015625,117.31719970703125,103.73174285888672,71.80531311035156,176.4749298095703,431.6197509765625,236.61801147460938,166.24205017089844,190.31747436523438,1084.986328125,297.6000061035156,289.4874572753906,19387.279296875,13875.263671875,1802.9625244140625,751.0946044921875,138.48776245117188
1,231.45230102539062,515.7825317382812,324.0380859375,4895.18896484375,211.10377502441406,109.4067611694336,552.6559448242188,220.46380615234375,361.6609802246094,172.830810546875,252.26783752441406,798.8558959960938,536.8927001953125,768.9012451171875,846.3280639648438,456.5410461425781,570.7686767578125,1078.1380615234375,439.6104431152344,716.7484130859375,614.0195922851562,66.80419921875,313.0805358886719,154.53321838378906,95.37178802490234,472.79998779296875,565.716796875,121.5999984741211,151.73081970214844,1052.948974609375,1496.25830078125,217.57415771484375,455.4532165527344,1191.3624267578125,108.85816955566406,20686.330078125,1421.458251953125,455.1346740722656,2324.536865234375,2974.786865234375,3124.607177734375,2672.192626953125,2689.18408203125,663.1578979492188,160.45358276367188,266.89898681640625,678.567626953125,158.9553680419922,517.0614013671875,440.2510986328125,164.50428771972656,1402.518798828125,107.14643096923828,116.10608673095703,97.33583068847656,846.7979736328125,1162.741455078125,243.41050720214844,924.7434692382812,5635.49169921875,1099.27001953125,1206.8226318359375,308.35272216796875,361.66400146484375,170.9130859375,406.629150390625,266.586181640625,195.56114196777344,346.6478576660156,65.62454223632812,74.61953735351562,132.4776611328125,115.34176635742188,49649.96484375,223.33206176757812,583.5435180664062,13033.2490234375,387.50823974609375,118.45133972167969,101.86854553222656,71.20111846923828,169.80303955078125,438.8207702636719,237.09104919433594,165.05528259277344,189.90769958496094,1066.643798828125,298.79998779296875,289.5712890625,18880.45703125,13889.787109375,1758.3414306640625,745.9323120117188,141.0270233154297
2,231.45230102539062,516.9269409179688,325.0982666015625,4935.771484375,209.3291778564453,111.85049438476562,553.4917602539062,221.997314453125,362.5556945800781,173.98533630371094,252.86244201660156,781.6995849609375,536.3905639648438,764.5342407226562,839.635498046875,452.881591796875,569.9716186523438,1066.608642578125,436.69537353515625,718.54541015625,600.19677734375,67.32473754882812,314.9546813964844,156.0224609375,95.66133117675781,468.75,572.603515625,120.55000305175781,151.54486083984375,1067.7965087890625,1446.11474609375,214.44430541992188,454.9974060058594,1190.2076416015625,113.2934799194336,20850.859375,1438.0859375,445.9102783203125,2324.761474609375,2971.515625,3167.823486328125,2645.53369140625,2655.538330078125,656.2650146484375,161.6434326171875,268.3694763183594,678.6087646484375,157.99020385742188,515.4490356445312,438.54473876953125,166.02883911132812,1388.3963623046875,106.81094360351562,116.2869644165039,98.01622772216797,844.45849609375,1162.2984619140625,248.85525512695312,930.9700317382812,5562.17822265625,1105.1468505859375,1213.211669921875,311.0567321777344,362.1038818359375,169.3567657470703,404.8013610839844,264.444580078125,193.45782470703125,343.7999572753906,64.89860534667969,74.80509185791016,133.95262145996094,115.72227478027344,48670.7734375,224.44662475585938,576.1870727539062,13431.767578125,383.44146728515625,119.9157943725586,102.111572265625,70.73636627197266,163.8142852783203,432.35455322265625,236.09762573242188,164.29574584960938,190.31747436523438,1075.2525634765625,296.75,281.85614013671875,18941.40625,13929.1064453125,1756.8668212890625,751.69921875,141.32000732421875
3,229.50244140625,513.2744750976562,324.250244140625,4877.82373046875,207.2235565185547,110.9092025756836,550.8858642578125,221.69082641601562,351.3634948730469,166.71188354492188,247.5108642578125,759.8328857421875,533.7535400390625,757.3836059570312,823.40380859375,443.5351867675781,566.373046875,1065.2711181640625,428.6462707519531,711.55712890625,595.1170043945312,67.23797607421875,305.7319641113281,153.9871826171875,94.53718566894531,469.6499938964844,567.8043823242188,119.3499984741211,149.6041717529297,1043.3128662109375,1385.7236328125,215.5349884033203,452.10345458984375,1172.83837890625,111.1722412109375,20824.26953125,1421.26220703125,437.3088073730469,2307.5888671875,2947.198974609375,3128.179931640625,2622.676513671875,2547.76123046875,648.239501953125,160.32138061523438,258.7131042480469,671.23779296875,155.06996154785156,511.7498779296875,437.29949951171875,158.7503204345703,1370.694580078125,104.7141342163086,114.43299102783203,96.23963165283203,847.62646484375,1141.431396484375,246.6190185546875,914.1187133789062,5481.1728515625,1068.0548095703125,1202.6719970703125,310.3807373046875,358.6334228515625,168.91738891601562,397.2334899902344,258.65240478515625,191.49789428710938,332.36175537109375,63.73710250854492,73.63004302978516,132.5814208984375,113.81973266601562,48059.00390625,221.48727416992188,578.9639892578125,13083.72265625,382.31964111328125,117.3901138305664,99.88382720947266,69.48151397705078,164.9300537109375,431.423828125,235.52996826171875,162.77670288085938,189.94664001464844,1062.2906494140625,295.6000061035156,282.77862548828125,18848.021484375,13260.0673828125,1716.955322265625,747.094970703125,137.55995178222656
4,230.68289184570312,515.3198852539062,323.8528747558594,4982.3984375,206.81898498535156,113.37104034423828,573.0609741210938,220.77032470703125,349.8861389160156,166.71188354492188,247.01535034179688,801.979736328125,534.507080078125,759.1592407226562,836.2578125,433.6448059082031,573.1114501953125,1056.2041015625,430.43011474609375,712.106201171875,609.3794555664062,67.4114990234375,309.7268371582031,151.85260009765625,96.02838897705078,466.1499938964844,562.3334350585938,119.94999694824219,149.59463500976562,1044.8367919921875,1373.05810546875,213.2113037109375,450.4210510253906,1178.996826171875,109.43667602539062,20451.01953125,1417.8775634765625,436.75775146484375,2356.85986328125,2932.84375,3081.887451171875,2653.7060546875,2617.59912109375,637.9490966796875,160.7620391845703,257.7817687988281,677.8304443359375,153.41978454589844,514.1685180664062,430.8428649902344,156.7831573486328,1377.4241943359375,100.68829345703125,113.82433319091797,92.83759307861328,851.720703125,1122.779052734375,249.09837341308594,914.5140380859375,5533.35693359375,834.423828125,1208.968017578125,314.34014892578125,362.0550231933594,168.0386505126953,403.06982421875,255.5372314453125,191.3544921875,315.4145202636719,62.9627799987793,73.66094207763672,128.67718505859375,113.34410095214844,48796.53515625,221.44886779785156,572.2896118164062,13183.7919921875,371.19451904296875,117.97608184814453,99.88382720947266,68.73789978027344,162.99452209472656,433.28533935546875,232.88088989257812,164.4381866455078,189.22532653808594,1047.9591064453125,293.3999938964844,282.1496276855469,19288.013671875,13473.564453125,1717.0504150390625,743.3279418945312,140.8805389404297
5,227.00390625,509.9385070800781,319.2696533203125,4955.15185546875,202.56178283691406,111.34363555908203,544.7398071289062,217.65989685058594,340.6628723144531,160.5159912109375,241.91152954101562,802.971435546875,525.5914306640625,768.661376953125,836.6640625,427.0181884765625,567.556396484375,1057.0804443359375,427.6891174316406,708.5122680664062,597.6079711914062,66.4571533203125,303.5618896484375,146.19349670410156,95.23809051513672,458.29998779296875,551.3675537109375,115.0999984741211,146.32838439941406,1043.2144775390625,1371.983642578125,213.44842529296875,448.9744567871094,1176.0621337890625,101.57846069335938,19821.34765625,1378.3927001953125,422.7893371582031,2334.697021484375,2917.072509765625,3062.58642578125,2626.085205078125,2614.9033203125,615.0052490234375,157.45692443847656,254.25250244140625,666.5684814453125,147.51394653320312,508.3354797363281,427.24560546875,149.01284790039062,1367.9150390625,97.08180236816406,111.04518127441406,88.6795654296875,845.287109375,1109.7864990234375,242.82713317871094,878.7360229492188,5533.68896484375,737.310546875,1200.2003173828125,303.3310241699219,358.095703125,166.9773406982422,391.97528076171875,253.15223693847656,189.39456176757812,315.69464111328125,60.3010139465332,72.39302825927734,127.49290466308594,111.39398956298828,48061.296875,219.10443115234375,560.8409423828125,12615.4052734375,369.7454833984375,117.09757232666016,96.48145294189453,68.27313232421875,157.64334106445312,423.341064453125,226.92054748535156,164.24827575683594,185.404541015625,1025.948486328125,287.3999938964844,273.72161865234375,18885.55078125,13239.3203125,1675.1884765625,736.5842895507812,137.16929626464844
6,232.74232482910156,518.3636474609375,326.1576232910156,5014.68212890625,207.0672607421875,114.7105712890625,553.541015625,221.9539337158203,351.67645263671875,165.24951171875,246.47027587890625,803.1200561523438,533.1676635742188,773.9882202148438,847.2042846679688,432.6557312011719,572.6043090820312,1070.805419921875,434.75921630859375,710.558837890625,606.05810546875,67.6283950805664,311.9955139160156,148.77484130859375,94.47074127197266,466.5,559.8858642578125,116.0999984741211,150.64364624023438,1045.77099609375,1400.384765625,222.03187561035156,457.906494140625,1185.347900390625,104.5192642211914,20104.4609375,1415.6702880859375,435.3201599121094,2367.873779296875,2964.484130859375,3132.6455078125,2651.9580078125,2730.56787109375,635.53662109375,159.61627197265625,261.5560302734375,663.2520751953125,151.20138549804688,511.7025146484375,432.54925537109375,152.99635314941406,1376.61474609375,98.21406555175781,112.61969757080078,89.88916778564453,854.255126953125,1125.58447265625,248.27191162109375,879.5761108398438,5589.6708984375,760.0473022460938,1207.802001953125,310.7669982910156,344.5070495605469,169.88787841796875,407.9441223144531,262.9843444824219,193.7924346923828,326.5726318359375,62.38202667236328,73.78460693359375,128.61456298828125,114.34292602539062,48473.6640625,222.40966796875,569.951171875,12590.5087890625,375.4014892578125,117.17047882080078,98.4661865234375,68.31961822509766,163.10836791992188,427.7008361816406,232.8336181640625,168.18832397460938,189.53775024414062,1037.883056640625,296.04998779296875,278.12432861328125,19510.556640625,13363.60546875,1677.8525390625,743.746337890625,139.7574005126953
7,230.6005096435547,512.4221801757812,325.8397521972656,5018.4716796875,204.84210205078125,114.4209213256836,553.2950439453125,220.46380615234375,347.6916809082031,162.9789581298828,245.0332794189453,813.4337158203125,539.7808837890625,778.0674438476562,844.8268432617188,434.6832580566406,573.9326782226562,1068.010498046875,434.7157287597656,711.207763671875,607.2302856445312,67.84529113769531,309.430908203125,148.92376708984375,94.3481216430664,463.1499938964844,563.0772705078125,113.8499984741211,151.09664916992188,1064.1583251953125,1415.0557861328125,223.21743774414062,461.4609680175781,1190.2557373046875,103.84432220458984,20417.390625,1424.54833984375,431.00750732421875,2366.07568359375,2998.517333984375,3134.134033203125,2626.4345703125,2802.701904296875,641.8387451171875,158.6467742919922,262.781494140625,664.9714965820312,153.09011840820312,518.7213134765625,437.06890869140625,151.078369140625,1384.88525390625,100.64634704589844,111.77320098876953,91.0987777709961,854.498779296875,1137.2481689453125,254.2028350830078,887.9276733398438,5588.48388671875,793.8636474609375,1209.10791015625,309.46331787109375,345.1424865722656,171.84649658203125,404.3521423339844,266.0994567871094,192.50177001953125,327.2262878417969,63.20475387573242,73.78460693359375,130.98214721679688,113.72461700439453,48290.49609375,226.983154296875,572.72802734375,12639.6142578125,377.3880920410156,117.71955108642578,98.10163116455078,68.73789978027344,166.79727172851562,434.46099853515625,236.99639892578125,168.47317504882812,190.49270629882812,1042.2364501953125,291.1000061035156,284.5396423339844,19774.947265625,13556.9462890625,1675.4739990234375,754.1640625,140.29454040527344
8,235.7359161376953,518.6314697265625,338.8995361328125,5096.61474609375,211.26930236816406,116.53882598876953,554.9176635742188,220.06956481933594,351.4076843261719,166.71188354492188,245.33059692382812,825.5322875976562,536.5162353515625,784.5941772460938,839.0096435546875,439.28228759765625,580.357177734375,1084.13330078125,432.5185546875,711.9564819335938,599.659423828125,68.4959716796875,316.7795104980469,150.1151580810547,94.53718566894531,470.75,563.67724609375,113.30000305175781,152.4221954345703,1086.2822265625,1480.9447021484375,223.35971069335938,467.23284912109375,1208.6837158203125,106.25482177734375,20996.71875,1438.429443359375,434.6253356933594,2387.51904296875,2994.12255859375,3190.300048828125,2650.47216796875,2864.103271484375,638.1461181640625,158.29421997070312,259.5953674316406,690.4432373046875,155.58175659179688,527.2575073242188,444.7246398925781,152.25868225097656,1403.83544921875,101.23345947265625,112.18016815185547,92.79979705810547,859.0802612304688,1143.154052734375,265.43267822265625,877.6982421875,5666.7353515625,761.0108032226562,1220.813720703125,316.75445556640625,355.1629333496094,172.89022827148438,409.0985412597656,267.218994140625,194.93968200683594,327.8331298828125,64.26945495605469,73.59906768798828,135.7593994140625,115.15151977539062,48720.00390625,229.2506866455078,574.0922241210938,13405.4052734375,383.1142272949219,119.6961898803711,99.88382720947266,69.66741943359375,166.43295288085938,438.2329406738281,237.28025817871094,169.7548828125,192.11061096191406,1058.76904296875,295.54998779296875,286.67816162109375,20216.509765625,13639.3408203125,1718.23974609375,753.7921142578125,142.49197387695312
9,242.29806518554688,526.0095825195312,336.19744873046875,5106.88037109375,212.63929748535156,117.8964614868164,558.7528076171875,223.7062530517578,350.1990966796875,166.4810028076172,247.5108642578125,832.2757568359375,544.5106811523438,793.0885009765625,844.0452270507812,445.06817626953125,581.685546875,1089.28955078125,439.7409973144531,717.8465576171875,615.1918334960938,69.49371337890625,321.31689453125,151.75332641601562,97.44126892089844,471.3500061035156,568.42822265625,115.5999984741211,154.93031311035156,1088.93701171875,1509.624267578125,228.52874755859375,475.5044250488281,1214.8421630859375,107.36365509033203,21323.529296875,1455.49853515625,434.2420654296875,2368.098388671875,2986.798583984375,3220.86376953125,2661.354248046875,2889.5126953125,658.8251953125,161.6875,262.83050537109375,705.554931640625,156.9181365966797,530.6245727539062,450.7662353515625,152.50457763671875,1405.5130615234375,102.15605163574219,112.98959350585938,94.42520141601562,868.8768920898438,1161.0679931640625,262.5644226074219,878.1924438476562,5726.18212890625,754.4594116210938,1239.048828125,331.0469970703125,352.57220458984375,173.5492706298828,414.7097473144531,269.70135498046875,197.1386260986328,332.6418762207031,64.75341033935547,74.86697387695312,135.32382202148438,116.102783203125,48611.8828125,230.5958251953125,574.9691162109375,13396.912109375,386.7602844238281,120.57469177246094,100.00534057617188,70.36454772949219,167.45762634277344,442.984619140625,246.22084045410156,170.89418029785156,195.58091735839844,1088.6058349609375,299.1499938964844,288.1875915527344,20578.20703125,14547.2666015625,1738.7899169921875,759.6985473632812,142.05250549316406
