,HINDPETRO.BO,RELIANCE.BO,BPCL.BO,MARUTI.BO,YESBANK.BO,IOC.BO,CIPLA.BO,ICICIBANK.BO,TATASTEEL.BO,VEDL.BO,SBIN.BO,BAJFINANCE.BO,IBULHSGFIN.BO,ONGC.BO,HINDUNILVR.BO,LT.BO,AXISBANK.BO,HDFCBANK.BO,TCS.BO,INFY.BO,KOTAKBANK.BO,SUNPHARMA.BO,ASHOKLEY.BO,TITAN.BO,BANKBARODA.BO,GAIL.BO,TATAMOTORS.BO,M&M.BO,PNB.BO,JSWSTEEL.BO,INDUSINDBK.BO,PEL.BO,ITC.BO,GODREJCP.BO,HDFC.BO,DLF.BO,EICHERMOT.BO,LUPIN.BO,BHARATFORG.BO,BAJAJ-AUTO.BO,DRREDDY.BO,ULTRACEMCO.BO,HEROMOTOCO.BO,BAJAJFINSV.BO,AUROPHARMA.BO,POWERGRID.BO,ADANIPORTS.BO,GRASIM.BO,BIOCON.BO,LICHSGFIN.BO,TECHM.BO,HINDALCO.BO,BRITANNIA.BO,BHARTIARTL.BO,PFC.BO,BEL.BO,RECLTD.BO,ASIANPAINT.BO,APOLLOHOSP.BO,M&MFIN.BO,GLENMARK.BO,NESTLEIND.BO,DIVISLAB.BO,ACC.BO,HAVELLS.BO,TVSMOTOR.BO,WIPRO.BO,UPL.BO,DABUR.BO,AMBUJACEM.BO,CADILAHC.BO,FEDERALBNK.BO,BHEL.BO,MOTHERSUMI.BO,TATAGLOBAL.BO,MRF.BO,COALINDIA.BO,PIDILITIND.BO,PAGEIND.BO,HCLTECH.BO,NTPC.BO,SRTRANSFIN.BO,NMDC.BO,TATAPOWER.BO,PETRONET.BO,ZEEL.BO,MARICO.BO,COLPAL.BO,EXIDEIND.BO,TATACHEM.BO,SIEMENS.BO,TATAMTRDVR.BO,INFRATEL.BO,BOSCHLTD.BO,SHREECEM.BO,BAJAJHLDNG.BO,CUMMINSIND.BO,CROMPTON.BO
0,247.13269,520.131714,370.707977,4980.765625,223.10810899999998,117.923325,563.6992190000001,226.47186299999998,377.634338,197.921524,259.056427,819.122131,599.766663,191.16798400000002,788.104553,864.176025,462.950562,1161.50647,1078.8686519999999,452.484436,718.73291,626.087341,74.792007,313.957306,158.157043,223.564804,471.700012,572.29364,124.400002,155.155975,1073.044556,1573.7597660000001,219.527298,463.002899,1223.618164,109.571716,21383.746094,1456.038818,470.55010999999996,2541.534912,3025.377441,3092.028564,2917.922852,2736.641602,694.3173830000001,175.552017,274.10672,680.561584,321.076935,536.845947,452.34115599999996,167.61231999999998,1419.590942,297.91659500000003,115.637833,124.570076,113.77519199999999,867.208374,1184.392822,255.83340499999997,935.1382449999999,5866.610352000001,1138.690796,1233.073975,318.26498399999997,370.65826400000003,228.10081499999998,628.39856,265.268188,195.406097,362.907623,66.638786,77.969635,139.343018,119.636978,51402.355469,247.167358,592.6400150000001,13808.441406,802.5742799999999,151.029922,810.1073,114.734505,73.196465,183.32798799999998,435.973297,243.44024700000003,878.261841,171.01852399999999,472.024109,1090.0717769999999,297.600006,305.49881,19539.056641,13961.604491999999,1841.160156,779.228088,139.70018000000002
1,245.32875099999998,518.6381230000001,370.586182,4963.498535,216.90121499999998,116.80246000000001,557.303101,221.540817,371.11142,195.483963,252.26783799999998,802.095398,591.830566,189.697098,778.484009,869.2835689999999,457.107971,1166.3432619999999,1102.57312,456.186676,717.1347049999999,622.4726559999999,73.083557,314.502289,154.533218,225.591339,472.799988,573.607483,121.599998,154.10025,1058.513794,1554.837158,221.75059500000003,462.316162,1211.678101,110.649796,21003.195313,1430.6640630000002,461.39321900000004,2483.045654,2997.5783690000003,3132.619629,2872.308105,2691.57373,668.412537,173.550064,269.99115,685.067749,319.832062,533.664429,455.923187,165.631653,1410.6446529999998,295.133698,115.95552099999999,122.37389399999999,113.55468799999998,856.364624,1169.542114,246.622604,929.870972,5783.669922,1119.219727,1247.6834720000002,312.346741,365.715515,229.94808999999998,621.149109,270.151367,198.8573,361.884125,66.49168399999999,77.39231099999999,138.863922,116.60758200000001,49707.203125,249.615829,589.196777,13186.831055,806.710022,152.490723,791.746887,112.67368300000001,72.580574,176.397018,443.246918,243.92692599999998,879.227966,169.797668,471.008667,1071.643433,298.799988,305.58727999999996,19028.265625,13976.21875,1795.59375,773.872437,142.261673
2,245.32875099999998,519.788879,371.798615,5004.646973,215.07786600000003,119.41139199999999,558.145935,223.08183300000002,372.02951,196.789795,252.862442,784.869568,591.277039,191.16798400000002,774.0625,862.4095460000001,453.44397000000004,1164.7144779999999,1090.782104,453.16165199999995,718.932678,608.459473,73.653038,316.384949,156.02246100000002,226.27526899999998,468.75,580.590271,120.550003,153.911392,1073.439819,1502.722534,218.56063799999998,461.853577,1210.503174,115.15811200000002,21170.244141,1447.399414,452.041931,2483.285645,2994.281982,3175.946533,2843.652344,2657.8979489999997,661.4649049999999,174.837021,271.478729,685.1093139999999,317.89007599999997,532.0002440000001,454.156067,167.166672,1396.44043,295.036041,115.592453,122.564545,114.34846499999999,853.998657,1169.096558,252.139206,936.1320800000001,5708.429688,1125.2032470000001,1254.2891849999999,315.085754,366.160309,227.85450699999998,618.357117,267.981079,196.718521,358.91107200000005,65.756165,77.584755,140.409973,116.992271,48726.882813,250.861542,581.768982,13590.042969,798.243958,154.375656,790.428406,112.94248200000001,72.106812,170.17569,436.71548499999994,242.904892,875.9428710000001,169.016327,472.024109,1080.29248,296.75,297.44534300000004,19089.691406,14015.783203,1794.0877690000002,779.8553469999999,142.55722
3,243.261948,516.11615,370.828827,4945.890625,212.914413,118.406448,555.518188,222.773819,360.54486099999997,188.563019,247.51086400000003,762.914185,588.370178,185.379333,766.822815,845.73761,444.085968,1157.36084,1089.414429,444.80908200000005,711.940613,603.309753,73.558128,307.120331,153.98718300000002,223.617203,469.64999400000005,575.724182,119.349998,151.94039899999999,1048.826782,1439.9686279999999,219.672287,458.915955,1192.838013,113.00196799999999,21143.248047,1430.466675,443.322174,2464.942139,2969.779053,3136.201416,2819.083496,2550.025146,653.375854,173.407059,261.71044900000004,677.667664,312.014282,528.182312,452.86654699999997,159.838257,1378.636108,286.247955,113.32325700000001,120.61046599999999,112.275826,857.202576,1148.107544,249.873444,919.187317,5625.294922,1087.43811,1243.392456,314.40097000000003,362.65097000000003,227.26338199999998,606.79718,262.11145,194.72558600000002,346.970123,64.57931500000001,76.366051,138.972672,115.068848,48114.40625,247.553925,584.572876,13237.901367,795.908447,151.12416100000002,772.40979,110.478447,70.827652,171.334793,435.77536,242.320862,873.382507,167.453598,471.105377,1067.2698970000001,295.600006,298.418854,18995.576172,13342.581055,1753.330811,775.078674,138.764236
4,244.513184,518.172913,370.37439,5051.924805,212.49874900000003,121.03469799999999,577.8797,221.84881600000003,359.0289,188.563019,247.01535,805.231934,589.200745,183.149292,768.620544,858.9402470000001,434.18328899999995,1171.130615,1080.141968,446.660217,712.48999,617.768555,73.747948,311.133331,151.8526,227.143509,466.14999400000005,570.176941,119.949997,151.930725,1050.3588869999999,1426.8085939999999,217.30398599999998,457.208191,1199.1015630000002,111.237831,20764.28125,1427.060181,442.76351900000003,2517.57251,2955.313965,3089.790039,2852.4370120000003,2619.925049,643.0040280000001,173.883713,260.768311,684.323486,308.694977,530.678589,446.18002300000006,157.857605,1385.404663,288.542603,108.96642299999999,119.96896399999999,108.306931,861.342834,1129.346069,252.38551299999997,919.5848390000001,5678.850098,849.5672,1249.901611,318.41171299999996,366.11090099999996,226.081146,615.711975,258.95465099999996,194.57974199999998,329.277985,63.79475,76.398094,134.880234,114.587997,48852.785156,247.51098599999997,577.833801,13339.149414,772.748352,151.878128,784.812805,110.478447,70.069633,169.324097,437.65564000000006,239.595398,872.657898,169.162827,469.31631500000003,1052.871216,293.399994,297.755096,19439.013672,13557.40625,1753.4279789999998,771.170471,142.113892
5,240.613617,512.7617190000001,365.13284300000004,5024.297852000001,208.12463400000001,118.87026999999999,549.320374,218.723206,349.564636,181.555023,241.91152999999997,806.227661,579.3729860000001,179.353424,778.241089,859.357483,427.54846200000003,1159.779053,1081.038086,443.81582599999996,708.894104,605.835083,72.703896,304.940369,146.193497,225.27510099999998,458.299988,559.058105,115.099998,148.613449,1048.727783,1425.6988529999999,217.545654,455.73986799999994,1196.116699,103.250275,20124.962891,1387.31958,428.60305800000003,2493.8984379999997,2939.421875,3070.439697,2822.747314,2617.2270510000003,619.878357,170.308807,257.198212,672.953613,296.809937,524.6582639999999,442.45471200000003,150.034073,1375.840332,289.274963,105.063423,117.03978700000002,103.456047,854.8366699999999,1116.277466,246.031525,883.6083980000001,5679.191406,750.6914059999999,1240.837036,307.259979,362.107239,224.652573,598.764038,256.53772000000004,192.586807,329.57043500000003,61.097816,75.083069,133.63887,112.61648600000001,48116.703125,244.890656,566.27417,12764.063477,769.73175,150.747177,765.036255,106.71518700000001,69.595863,163.765106,427.611084,233.463181,862.5612789999999,168.967484,459.83908099999996,1030.757202,287.399994,288.86096200000003,19033.400391,13321.705078,1710.679199,764.174255,138.370163
6,246.69609100000002,521.233521,373.010193,5084.65918,212.753815,122.46478300000001,558.195618,223.038223,360.865997,186.908951,246.47027599999998,806.3769530000001,587.724243,180.77688600000002,783.634399,870.183594,433.19299299999994,1170.094116,1095.073975,451.15252699999996,710.941772,614.401489,73.985229,313.412323,148.77484099999998,223.45910600000002,466.5,567.695251,116.099998,152.99610900000002,1051.297974,1455.211792,226.293884,464.806458,1205.561035,106.23948700000001,20412.412109,1424.838623,441.306213,2529.337891,2987.196533,3140.678223,2850.557861,2732.994141,640.572449,172.644424,264.58633399999997,669.6054690000001,304.22937,528.133423,447.947174,154.044876,1384.590454,292.3508,106.28878,118.699303,104.86721000000001,863.905945,1132.1678470000002,251.54815699999997,884.453186,5736.64502,773.840881,1248.696167,314.792267,348.36636400000003,228.568802,623.1573490000001,266.501343,197.05879199999998,340.926544,63.206326000000004,76.52636,134.81458999999998,115.59778600000001,48529.539063,248.584869,575.472717,12738.874023,781.506409,150.84141499999998,788.231018,108.910431,69.64325,169.442352,432.014832,239.54673799999998,855.89447,173.020721,470.089966,1042.747803,296.049988,293.507172,19663.298828,13446.761719,1713.3996579999998,771.604614,140.980927
7,244.425858,515.259155,372.646637,5088.501465,210.46759,122.155571,557.947632,221.540817,356.7771,184.34080500000002,245.033279,816.7323610000001,595.014282,180.0177,787.7644650000001,867.7416380000001,435.22305300000005,1172.8085939999999,1092.215942,451.107391,711.591064,615.589783,74.22251899999999,310.83609,148.923767,223.169968,463.14999400000005,570.931152,113.849998,153.456177,1069.782471,1470.454956,227.50221299999998,468.41445899999997,1210.55249,105.55342900000001,20730.134766,1433.77417,436.93417400000004,2527.4169920000004,3021.490479,3142.170654,2823.123779,2805.1923829999996,646.9245,171.595779,265.825989,671.34137,308.03067000000004,535.377563,452.627716,152.11373899999998,1392.908936,293.13198900000003,108.92103600000002,117.80711399999998,106.278374,864.152466,1143.8999019999999,257.557343,892.8510130000001,5735.42627,808.270874,1250.046265,313.47168,349.008942,231.204239,617.671326,269.658142,195.746353,341.60888700000004,64.039932,76.52636,137.296295,114.97268700000001,48346.167969,253.696594,578.276489,12788.55957,785.64209,151.548279,794.4813839999999,108.507217,70.069633,173.274521,438.84320099999997,243.829575,860.5806269999999,173.313751,472.459259,1047.12146,291.100006,300.277313,19929.757813,13641.306641,1710.9705809999998,782.412598,141.522766
8,249.869141,521.502808,387.58252000000005,5167.734863000001,217.07127400000002,124.41662600000001,559.5838620000001,221.144638,360.59021,188.563019,245.330597,828.880066,591.415405,181.7733,794.3724980000001,861.7667240000001,439.82778899999994,1185.93689,1108.704224,448.827332,712.34021,607.914734,74.934372,318.218048,150.115158,223.617203,470.75,571.53949,113.300003,154.802444,1092.023193,1538.922485,227.647202,474.273407,1229.294556,108.00360900000001,21318.337891,1447.745117,440.601807,2550.322754,3017.0622559999997,3198.480469,2848.9604489999997,2866.6484379999997,643.202576,171.214462,262.602936,697.057129,313.04306,544.187927,460.55596900000006,153.30213899999998,1411.9689939999998,295.963684,109.55641200000001,118.236053,108.262825,868.7856449999999,1149.84021,268.935364,882.5648800000001,5815.73584,774.821838,1262.1484380000002,320.857239,359.141602,232.608154,624.9207759999999,270.792603,198.22538799999998,342.242493,65.118706,76.333908,142.303848,116.415253,48776.164063,256.231018,579.65387,13563.37207,797.562683,154.092926,812.1094360000001,110.478447,71.01715899999999,172.896042,442.653137,244.121597,862.609558,174.632278,476.472626,1063.731567,295.549988,302.534058,20374.777344,13724.214844,1754.642334,782.026611,143.739441
9,256.82473799999997,528.9217530000001,384.492249,5178.144043,218.478912,125.86603500000001,563.451233,224.79911800000002,359.350037,188.301849,247.51086400000003,835.650879,600.227966,181.678406,802.9726559999999,866.9389039999999,445.62085,1188.651367,1113.977173,456.32214400000004,718.233459,623.661011,76.025879,322.776062,151.753326,230.485535,471.35000599999995,576.35675,115.599998,157.34973100000002,1094.692017,1568.727295,232.915466,482.669525,1235.557983,109.130676,21650.154297,1464.924805,440.213196,2529.5778809999997,3009.682129,3229.122803,2860.658203,2892.080322,664.045471,174.88468899999998,265.87557999999996,712.313538,315.73193399999997,547.663086,466.812653,153.549713,1413.6561279999999,298.160675,110.554855,119.089165,110.159081,878.692993,1167.859009,266.029266,883.0618289999999,5876.745605,768.15155,1281.000854,335.33496099999996,356.521912,233.494843,633.492737,273.30816699999997,200.46139499999998,347.262543,65.609055,77.64894100000001,141.84729,117.376953,48667.917969,257.73443599999996,580.539246,13554.780272999998,805.153137,155.22387700000002,833.595093,110.61284599999999,71.72779799999999,173.960526,447.45275899999996,253.319977,874.976685,175.804306,485.07949800000006,1093.708252,299.149994,304.12701400000003,20739.306641,14637.791016,1775.628052,788.1542969999999,143.296127
